index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,geometry
146,grimshaw berwyn community health centre,general,Hospitals,Public Health Agency of Canada,,5621,wilcox rd,T0H1W0,grimshaw,ab,5621 wilcox rd. grimshaw ab t0h 1w0,Grimshaw,4819074,48,56.190388,-117.62725,POINT (-117.62725 56.190388)
147,groat oral and maxillofacial surgery,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T5M3J9,edmonton,ab,,Edmonton,,48,,,
148,groot dermasurgery centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T5N4B2,edmonton,ab,,Edmonton,,48,,,
149,hall dental centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T1H0M4,lethbridge,ab,,Lethbridge,,48,,,
150,hanna health centre,general,Hospitals,Public Health Agency of Canada,,904,centre st n,T0J1P0,hanna,ab,904 centre st. n. hanna ab t0j 1p0,Hanna,4804011,48,51.6489192,-111.9282036,POINT (-111.9282036 51.6489192)
151,hardisty health centre,general,Hospitals,Public Health Agency of Canada,,4531,47 st,T0B1V0,hardisty,ab,4531 - 47 st. hardisty ab t0b 1v0,Hardisty,,48,52.669316,111.307616,POINT (111.307616 52.669316)
152,hbot clinics,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T2V4R6,calgary,ab,,Calgary,,48,,,
153,high prairie health complex,general,Hospitals,Public Health Agency of Canada,,4620,53 ave,T0G1E0,high prairie,ab,4620 - 53rd ave. high prairie ab t0g 1e0,High Prairie,,48,55.431645,116.454926,POINT (116.454926 55.431645)
154,high river community cancer centre,,Hospitals,Province of Alberta,,560,9 avenue w,T1V1B3,high river,ab,"560 9 avenue w high river, alberta t1v 1b3",High River,4806006,48,50.575135,-113.879344,POINT (-113.879344 50.575135)
155,high river general hospital,general,Hospitals,Public Health Agency of Canada,,560,9 ave w,T1V1B3,high river,ab,560 - 9th ave. w. high river ab t1v 1b3,High River,4806006,48,50.5751035,-113.8799478,POINT (-113.8799478 50.5751035)
156,hinton community cancer centre,,Hospitals,Province of Alberta,,1280,switzer drive,T7V1V2,hinton,ab,"1280 switzer drive hinton, alberta, t7v 1v2",Hinton,4814019,48,53.397391,-117.586038,POINT (-117.586038 53.397391)
157,hinton healthcare centre,general,Hospitals,Public Health Agency of Canada,,1280,switzer dr,T7V1V2,hinton,ab,1280 switzer dr. hinton ab t7v 1v2,Hinton,4814019,48,53.398281,-117.58529,POINT (-117.58529 53.398281)
158,holy cross surgical services,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2S3C3,calgary,ab,,Calgary,,48,,,
159,hythe continuing care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0H2C0,hythe,ab,,Hythe,,48,,,
160,innisfail health centre,general,Hospitals,Public Health Agency of Canada,,5023,42 st,T4G1A9,innisfail,ab,5023 - 42nd st. innisfail ab t4g 1a9,Innisfail,4808008,48,52.019015,-113.9514399,POINT (-113.9514399 52.019015)
161,intercare corporate group inc. brentwood care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2N3Y6,calgary,ab,,Calgary,,48,,,
162,intercare corporate group inc. chinook care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2V4Y8,calgary,ab,,Calgary,,48,,,
163,intercare corporate group inc. southwood care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2H1M9,calgary,ab,,Calgary,,48,,,
164,jack ady cancer centre,,Hospitals,Province of Alberta,,960,19 street,T1J1W5,lethbridge,ab,"960 - 19th street, lethbridge, alberta, t1j 1w5",Lethbridge,4802012,48,49.68488,-112.814734,POINT (-112.814734 49.68488)
165,jasper (seton) healthcare centre,general,Hospitals,Public Health Agency of Canada,,518,robson st,T0E1E0,jasper,ab,518 robson st. jasper ab t0e 1e0,Jasper,4815033,48,52.876107,-118.084299,POINT (-118.084299 52.876107)
166,kensington clinic,other,Ambulatory health care services,Canadian Institute for Health Information,,,,T2N0T3,calgary,ab,,Calgary,,48,,,
167,killam general hospital,general,Hospitals,Public Health Agency of Canada,,5203,49 ave,T0B2L0,killam,ab,5203 - 49 ave. killam ab t0b 2l0,Killam,4807042,48,52.788934,-111.859543,POINT (-111.859543 52.788934)
168,killam health care centre,,Hospitals,Province of Alberta,,5203,49 avenue,T0B2L0,killam,ab,"5203 49 avenue, box 40 killam, alberta, t0b 2l0",Killam,4807042,48,52.789351,-111.85897,POINT (-111.85897 52.789351)
169,kingsway oral & maxillofacial surgery edmonton office,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T5M3Z7,edmonton,ab,,Edmonton,,48,,,
170,kingsway oral & maxillofacial surgery grande prairie office,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T8V0Z8,grande prairie,ab,,Grande Prairie,,48,,,
171,la crete continuing care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0H2H0,la crete,ab,,,,48,,,
172,la crete health centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0H2H0,la crete,ab,,,,48,,,
173,lac la biche healthcare centre,general,Hospitals,Public Health Agency of Canada,,9110,93 st,T0A2C0,lac la biche,ab,9110 - 93 st. lac la biche ab t0a 2c0,Lac la Biche County,4812037,48,54.764751,-111.964494,POINT (-111.964494 54.764751)
174,lacombe hospital & care centre,general,Hospitals,Public Health Agency of Canada,,5430,47 ave,T4L1G8,lacombe,ab,5430 - 47th ave. lacombe ab t4l 1g8,Lacombe,4808031,48,52.4606766,-113.7411041,POINT (-113.7411041 52.4606766)
175,lamont health care centre,general,Hospitals,Public Health Agency of Canada,,5216,53 st,T0B2R0,lamont,ab,5216 - 53rd st. lamont ab t0b 2r0,Lamont,4810064,48,53.762612,-112.788581,POINT (-112.788581 53.762612)
176,lasik md oliver village and cataract md edmonton,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T5K2X4,edmonton,ab,,Edmonton,,48,,,
177,leduc community hospital,general,Hospitals,Public Health Agency of Canada,,4210,48 st,T9E5Z3,leduc,ab,4210 - 48th st. leduc ab t9e 5z3,Leduc,4811016,48,53.2548359,-113.5453314,POINT (-113.5453314 53.2548359)
178,little bow continuing care centre,extended care,Hospitals,Public Health Agency of Canada,,316,armstrong st,T0L0N0,carmangay,ab,316 armstrong st. carmangay ab t0l 0n0,Carmangay,4805002,48,50.124098,-113.108947,POINT (-113.108947 50.124098)
179,lloydminster continuing care centre,,Nursing and residential care facilities,Saskatchewan Health Authorities,,7402,29 street,T9V3N1,lloydminster,ab,"7402 - 29 street lloydminster, ab t9v 3n1",Lloydminster (Part),4810039,48,53.274952,-110.017784,POINT (-110.017784 53.274952)
180,magrath community health site,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0K1J0,magrath,ab,,Magrath,,48,,,
181,mahogany oral and maxillofacial surgery,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T3M2P8,calgary,ab,,Calgary,,48,,,
182,manning community health centre,general,Hospitals,Public Health Agency of Canada,,600,2 st ne,T0H2M0,manning,ab,600 - 2nd st. n.e. manning ab t0h 2m0,Manning,4817078,48,56.9279959,-117.621417,POINT (-117.621417 56.9279959)
183,mannville care centre,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,T0B2W0,mannville,ab,,Mannville,,48,,,
184,manoir du lac,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0H2L0,mclennan,ab,,McLennan,,48,,,
185,margery e. yuill cancer centre,,Hospitals,Province of Alberta,,,666-5 street sw,T1A4H6,medicine hat,ab,"666-5th street s.w., medicine hat, alberta, t1a 4h6",Medicine Hat,4801006,48,50.03456,-110.70232,POINT (-110.70232 50.03456)
186,masterpiece southland meadows,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T1B0B9,medicine hat,ab,,Medicine Hat,,48,,,
187,mayerthorpe health care centre,general,Hospitals,Public Health Agency of Canada,,4706,54 st,T0E1N0,mayerthorpe,ab,4706 - 54th st. mayerthorpe ab t0e 1n0,Mayerthorpe,4813002,48,53.952194,-115.1472169,POINT (-115.1472169 53.952194)
188,mazankowski alberta heart institute,cardiology,Hospitals,Public Health Agency of Canada,,11220,83 ave nw,T6G2B7,edmonton,ab,11220 83 ave nw edmonton ab t6g 2b7,Edmonton,4811061,48,53.520191,-113.522727,POINT (-113.522727 53.520191)
189,medicine hat regional hospital,general,Hospitals,Public Health Agency of Canada,,666,5 st sw,T1A4H6,medicine hat,ab,666 - 5th st. s.w. medicine hat ab t1a 4h6,Medicine Hat,4801006,48,50.034733,-110.702725,POINT (-110.702725 50.034733)
190,milk river health centre,general,Hospitals,Public Health Agency of Canada,,517,centre ave e,T0K1M0,milk river,ab,517 centre ave. e. milk river ab t0k 1m0,Milk River,4802004,48,49.148256,-112.0763544,POINT (-112.0763544 49.148256)
191,mineral springs hospital,extended care,Hospitals,Public Health Agency of Canada,,305,lynx st,T1L1H7,banff,ab,305 lynx st. banff ab t1l 1h7,Banff,4815035,48,51.1791402,-115.5746754,POINT (-115.5746754 51.1791402)
192,misericordia community hospital,general,Hospitals,Public Health Agency of Canada,,16940,87 ave,T5R4H5,edmonton,ab,16940 - 87th ave. edmonton ab t5r 4h5,Edmonton,4811061,48,53.5210277,-113.6123197,POINT (-113.6123197 53.5210277)
193,myrnam health centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0B3K0,myrnham,ab,,,,48,,,
194,northeast community health centre,general,Hospitals,Public Health Agency of Canada,,14007,50 st,T5A5E4,edmonton,ab,14007 - 50 st. edmonton ab t5a 5e4,Edmonton,4811061,48,53.604272,-113.417472,POINT (-113.417472 53.604272)
195,northern lights regional health centre,general,Hospitals,Public Health Agency of Canada,,7,hospital st,T9H1P2,fort mcmurray,ab,7 hospital st. fort mcmurray ab t9h 1p2,Wood Buffalo,4816037,48,56.7163523,-111.3622389,POINT (-111.3622389 56.7163523)
196,northwest health centre,general,Hospitals,Public Health Agency of Canada,,11202,100 ave,T0H1Z0,high level,ab,11202-100 ave. high level ab t0h 1z0,High Level,4817093,48,58.5135257,-117.1621529,POINT (-117.1621529 58.5135257)
197,oilfields general hospital,general,Hospitals,Public Health Agency of Canada,,717,government rd,T0L0H0,black diamond,ab,717 government rd. black diamond ab t0l 0h0,Black Diamond,4806011,48,50.6780144,-114.2344127,POINT (-114.2344127 50.6780144)
198,okotoks health and wellness centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T1S2E9,okotoks,ab,,Okotoks,,48,,,
199,olds hospital & care centre,general,Hospitals,Public Health Agency of Canada,,3901,57 ave,T4H1T4,olds,ab,3901 - 57th ave. olds ab t4h 1t4,Olds,4806034,48,51.8013128,-114.1178349,POINT (-114.1178349 51.8013128)
200,our lady of the rosary hospital,,Hospitals,Province of Alberta,,5402,47 street,T0C0X0,castor,ab,"5402 47 street, castor, alberta, t0c 0x0",Castor,4807014,48,52.2233878,-111.9068537,POINT (-111.9068537 52.2233878)
201,park place seniors living inc. benevolence care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T5P3S7,edmonton,ab,,Edmonton,,48,,,
202,park place seniors living inc. devonshire care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6R3H2,edmonton,ab,,Edmonton,,48,,,
203,park place seniors living inc. generations,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3N1S3,calgary,ab,,Calgary,,48,,,
204,park place seniors living inc. hardisty care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6A0H5,edmonton,ab,,Edmonton,,48,,,
205,park place seniors living inc. newport harbour care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T3K6B4,calgary,ab,,Calgary,,48,,,
206,park place seniors living inc. river ridge seniors village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T1A8V1,medicine hat,ab,,Medicine Hat,,48,,,
207,peace river community cancer centre,,Hospitals,Province of Alberta,,10101,68 street,T8S1T6,peace river,ab,"10101 68 street peace river, alberta, t8s 1t6",Peace River,4819038,48,56.23018745,-117.3536897,POINT (-117.3536897 56.23018745)
208,peace river community health centre,general,Hospitals,Public Health Agency of Canada,,10101,68 st,T8S1T6,peace river,ab,10101 - 68 st. peace river ab t8s 1t6,Peace River,,48,56.231053,117.354442,POINT (117.354442 56.231053)
209,peter lougheed centre,general,Hospitals,Public Health Agency of Canada,,3500,26 ave ne,T1Y6J4,calgary,ab,3500 - 26th ave. n.e. calgary ab t1y 6j4,Calgary,4806016,48,51.078059,-113.98295,POINT (-113.98295 51.078059)
210,pincher creek health centre,general,Hospitals,Public Health Agency of Canada,,1222,mill ave,T0K1W0,pincher creek,ab,1222 mill ave. pincher creek ab t0k 1w0,Pincher Creek,4803014,48,49.493452,-113.946935,POINT (-113.946935 49.493452)
211,piyami health centre,extended care,Hospitals,Public Health Agency of Canada,,301a,rogers ave,T0K1V0,picture butte,ab,301a rogers ave. picture butte ab t0k 1v0,Picture Butte,4802018,48,49.8731985,-112.7773122,POINT (-112.7773122 49.8731985)
212,plastic & cosmetic laser surgical centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T5R5W9,edmonton,ab,,Edmonton,,48,,,
213,points west living grande prairie,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T8V3G9,grande prairie,ab,,Grande Prairie,,48,,,
214,ponoka hospital and care centre,general,Hospitals,Public Health Agency of Canada,,5800,57 ave,T4J1P1,ponoka,ab,5800 - 57th ave. ponoka ab t4j 1p1,Ponoka,4808039,48,52.684724,-113.589511,POINT (-113.589511 52.684724)
215,provost health centre,general,Hospitals,Public Health Agency of Canada,,5002,54 ave,T0B3S0,provost,ab,5002 - 54th ave. provost ab t0b 3s0,Provost,,48,52.357969,110.26484,POINT (110.26484 52.357969)
216,qualicare ltd. citadel care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T8N7K8,st albert,ab,,St. Albert,,48,,,
217,qualicare ltd. jubilee lodge nursing home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T6A3A8,edmonton,ab,,Edmonton,,48,,,
218,qualicare ltd. northcott care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T4J1P4,ponoka,ab,,Ponoka,,48,,,
219,qualicare ltd. rivercrest care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T8L2A5,fort saskatchewan,ab,,Fort Saskatchewan,,48,,,
220,queen elizabeth ii hospital,general,Hospitals,Public Health Agency of Canada,,10409,98 st,T8V2E8,grande prairie,ab,10409 - 98th st. grande prairie ab t8v 2e8,Grande Prairie,4819012,48,55.1752923,-118.786568,POINT (-118.786568 55.1752923)
221,radway continuing care centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T0A2V0,radway,ab,,,,48,,,
222,rainbow lake health centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T0H2Y0,rainbow lake,ab,,Rainbow Lake,,48,,,
223,raymond health centre,general,Hospitals,Public Health Agency of Canada,,150,n 4 st e,T0K2S0,raymond,ab,150 n. - 4th st. e. raymond ab t0k 2s0,Raymond,4802008,48,49.4647002,-112.650584,POINT (-112.650584 49.4647002)
224,red deer regional hospital centre,general,Hospitals,Public Health Agency of Canada,,3942,50a ave,T4N6R2,red deer,ab,3942 - 50a ave. red deer ab t4n 6r2,Red Deer,4808011,48,52.2607786,-113.818671,POINT (-113.818671 52.2607786)
225,redwater health centre,general,Hospitals,Public Health Agency of Canada,,4812,58 st,T0A2W0,redwater,ab,4812 - 58 st. redwater ab t0a 2w0,Redwater,4811065,48,53.9495991,-113.1255813,POINT (-113.1255813 53.9495991)
226,remington laser dermatology centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T2H2H8,calgary,ab,,Calgary,,48,,,
227,renew oral and facial surgical centre,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,T6G1B9,edmonton,ab,,Edmonton,,48,,,
228,retirement concepts millrise place,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,T2Y5B9,calgary,ab,,Calgary,,48,,,
